Code,Maternal,Paternal
1028,427-2,0439-006
1029,427-4,675
1030,427-4,CN1367-2
1031,428,146-1
1032,428,152-8
1033,428,152-9
1034,428,364-2
1035,428,675
1036,428,705-3
1037,428,707-2
1038,428,710
1039,428,0439-006
1040,434V,00-792
1041,434V,152-8
1042,434V,218
1043,434V,274-1
1044,434V,371-1
1045,434V,552
1046,434V,Pink Frost
1047,434V,0439-006
1048,434V,Sulfur
1049,434G,00-792
1050,434G,775-1
1051,434V,152-8
1052,434V,317
1053,434V,NA
1054,434V,623
1055,434V,627
1056,434V,656
1057,434V,775-1
1058,434V,SDXBl-1
1059,434V,Pink Frost
1060,439-2,NA
1061,439-2,562
1062,439-5,73-1
1063,439-5,81-1
1064,439-5,99
1065,439-5,136-3
1066,439-5,152-8
1067,439-5,253
1068,439-5,434 var
1069,439-5,466
1070,439-5,551
1071,439-5,562
1072,439-5,644-3
1073,439-5,679
1074,439-5,CIP199050
1075,439-10,136-3
1076,439-10,136-4
1077,439-10,327-2
1078,439-10,364-2
1079,439-10,563-3
1080,439-10,675
1081,439-10,677
1082,439-10,679
1083,439-10,705-1
1084,439-10,710
1085,439-10,735-3
1086,439-10,BRONZE 133
1087,439-10,CIP199050
1088,439-10,CN1367-2
1089,439-10,SXBR5-18
1090,439-10,0439-006
1091,439-10,Terrace Lime
1092,441,NA
1093,441,146-1
1094,441,428
1095,441,434
1096,441,439-10
1097,441,705-1
1098,441,717
1099,441,Pink Frost
1100,462,643-2
1101,462,Pink Frost
1102,466,146-1
1103,466,707-2
1104,484,NA
1105,484,187-1
1106,484,434 var
1107,484,439-5
1108,484,439-10
1109,484,462
1110,484,547-1
1111,484,578
1112,484,632 P
1113,484,PDM P3
1114,484,0439-006
1115,484-1,NA
1116,542,NA
1117,542,136-5
1118,542,146-1
1119,542,439-10
1120,542,679
1121,542,705-1
1122,542,717
1123,542,Pink Frost
1124,547,Pink Frost
1125,547-1,NA
1126,547-1,327-1
1127,547-1,629-2
1128,547-1,CIP199050-3
1129,547-1,Pink Frost
1130,551,439-5
1131,551,671-1
1132,551,CIP199050
1133,552,434
1134,562,NA
1135,562,602
1136,562,677
1137,562,705-1
1138,562,735-1
1139,563,146-1
1140,563-1,NA
1141,563-1,136-1
1142,563-1,675
1143,563-1,677
1144,563-1,CIP199050-3
1145,563-2,136-3
1146,563-2,146-1
1147,563-2,705-1
1148,563-2,710
1149,569,NA
1150,569,138-1
1151,569,146-1
1152,569,434
1153,569,434 var
1154,569,705-1
1155,569,727-3
1156,569,CIP199050
1157,569,Pink Frost
1158,569-2,NA
1159,569-2,146-1
1160,569-2,434
1161,569-2,466
1162,569-2,Pink Frost
1163,572,Pink Frost
1164,574,434 var
1165,574,705-1
1166,574,707-2
1167,574,Pink Frost
1168,576-1,NA
1169,578,484
1170,580,462
1171,580,Pink Frost
1172,582,NA
1173,582,434
1174,582,547-1
1175,582,636
1176,582,707-2
1177,582,Pink Frost
1178,586,Pink Frost
1179,595,NA
1180,595,694
1181,595,CIP199050
1182,598,NA
1183,598,434
1184,598,CIP199050
1185,599,580
1186,599,Pink Frost
1187,602,NA
1188,602,305-1
1189,602,551
1190,602,562
1191,602,598
1192,602,621
1193,602,707-2
1194,602,727-3
1195,602,735-1
1196,602,735-3
1197,602,CIP199050
1198,602,Pink Frost
1199,603,327-1
1200,603,CIP199050
1201,603,Pink Frost
1202,606,547-1
1203,610-1,NA
1204,610-1,317
1205,621,NA
1206,621,73-1
1207,621,434
1208,621,643-5
1209,621,Blackie
1210,621,CIP199050
1211,623,434 var
1212,623,Pink Frost
1213,625,Pink Frost
1214,626-2,690
1215,627-1,14-1
1216,627-1,Blackie
1217,627-1,Pink Frost
1218,629-1,Pink Frost
1219,629-2,327-1
1220,629-2,462
1221,629-2,569
1222,629-2,645
1223,629-2,Pink Frost
1224,632-P,NA
1225,632-P,98-069
1226,636,NA
1227,636,337-1
1228,636,434
1229,636,562
1230,636,666
1231,636,675
1232,636,677
1233,636,705-1
1234,636,BR133
1235,636,Pink Frost
1236,636,0439-006
1237,636,Terrace Lime
1238,643,644
1239,643,Pink Frost
1240,643-1,14-1
1241,643-1,434 var
1242,643-1,727
1243,643-1,Pink Frost
1244,643-2,90-1
1245,643-2,462
1246,643-3,NA
1247,643-3,218
1248,643-3,434 var
1249,643-3,547-1
1250,643-3,582
1251,643-3,627
1252,643-3,645
1253,643-3,697
1254,643-3,Pink Frost
1255,643-4,434
1256,643-4,629-1
1257,643-4,643-5
1258,643-4,Pink Frost
1259,643-5,NA
1260,643-5,627
1261,644,643
1262,644-1,434 var
1263,644-1,629-2
1264,644-3,138-1
1265,644-3,434 var
1266,644-3,562
1267,644-3,643
1268,644-3,727-1
1269,644-3,Pink Frost
1270,645,NA
1271,645,317
1272,645,391-2
1273,645,434 var
1274,645,547-1
1275,645,629-2
1276,645,647
1277,645,707-2
1278,645,727
1279,645,Pink Frost
1280,647,727
1281,649,434 var
1282,649,727-1
1283,649,SxBR 7-14
1284,656,NA
1285,656,73-1
1286,656,595
1287,656,697
1288,656,CIP199050-2
1289,666,547-1
1290,666,576
1291,666,Pink Frost
1292,666-1,NA
1293,666-1,636
1294,666-1,Pink Frost
1295,666-2,NA
1296,666-2,327-2
1297,666-2,671-1
1298,666-2,Pink Frost
1299,667,73-1
1300,668,621
1301,668,Pink Frost
1302,671,Pink Frost
1303,671-1,562
1304,671-1,645
1305,671-1,NA
1306,671-1,CIP199050
1307,671-1,Pink Frost
1308,675,14-1
1309,675,136-4
1310,675,138-1
1311,675,146-1
1312,675,439-10
1313,675,BR133
1314,677,NA
1315,677,136-4
1316,677,138-1
1317,677,146-1
1318,677,427-4
1319,679,138-1
1320,679,439-10
1321,679,562
1322,679,675
1323,679,677
1324,679,717
1325,679,0439-006
1326,687,NA
1327,687,717
1328,687,727
1329,687,Pink Frost
1330,690,623
1331,690,Pink Frost
1332,694,NA
1333,694,73-1
1334,694,645
1335,694,697
1336,694,85016-100
1337,694,CIP199050-3
1338,695,645
1339,696,CIP199062
1340,697,NA
1341,697,327-2
1342,697,656
1343,697,694
1344,705-1,NA
1345,705-1,152-8
1346,705-1,152-9
1347,705-1,274-1
1348,705-1,364-2
1349,705-1,439-2
1350,705-1,439-10
1351,705-1,666-1
1352,705-1,675
1353,705-1,677
1354,705-1,707
1355,705-1,710
1356,705-1,717
1357,705-1,735-3
1358,707-2,146-1
1359,707-2,218
1360,707-2,364-2
1361,707-2,705-1
1362,709-2,136-4
1363,709-2,595
1364,710,NA
1365,710,136-1
1366,710,138-1
1367,710,146-1
1368,710,152-8
1369,710,337-1
1370,710,428
1371,710,439-10
1372,710,561
1373,710,562
1374,710,620
1375,710,675
1376,710,707-2
1377,710,Terrace Lime
1378,717,NA
1379,717,146-1
1380,717,218
1381,717,434 var
1382,717,643-3
1383,717,679
1384,717,727
1385,717,CIP199050
1386,717,Pink Frost
1387,727,Pink Frost
1388,727-1,434
1389,727-1,434 var
1390,727-1,697
1391,727-1,697-1
1392,727-1,CIP199050
1393,727-1,Pink Frost
1394,727-2,434
1395,727-2,434 var
1396,727-2,547-1
1397,727-2,DW8
1398,727-2,Pink Frost
1399,727-3,NA
1400,727-3,CIP199050
1401,727-3,Pink Frost
1402,727-4,NA
1403,727-4,434
1404,727-4,434 var
1405,727-4,727-2
1406,727-4,Pink Frost
1407,729,364-2
1408,731,656
1409,735,439-10
1410,735-1,562
1411,735-1,679
1412,735-3,705-1
1413,735-4,LM87045
1414,738,434
1415,738,CIP199050
1416,775-1,152-8
1417,775-1,163-1
1418,85016-72,NA
1419,85016-72,656
1420,85016-72,PDM P3
1421,85016-72,0439-006
1422,Blackie,90-1
1423,BR133,15-1
1424,BR133,136-4
1425,BR133,146-1
1426,BR133,CIP199050-2
1427,BR133,SxBR5-18
1428,CIP199050,NA
1429,CIP199050,54
1430,CIP199050,73-1
1431,CIP199050,99
1432,CIP199050,138-1
1433,CIP199050,187-1
1434,CIP199050,551
1435,CIP199050,598
1436,CIP199050,624
1437,CIP199050,694
1438,CIP199050,697
1439,CIP199050,727-3
1440,CIP199050,Blackie
1441,CIP199050,SoDel x B1-1
1442,CIP199050-2,NA
1443,CIP199050-2,73-1
1444,CIP199050-2,138-1
1445,CIP199050-2,598
1446,CIP199050-2,643-3
1447,CIP199050-2,694
1448,CIP199050-2,697
1449,CIP199050-2,727-3
1450,CIP199050-3,NA
1451,CIP199050-3,317
1452,CIP199050-3,551
1453,CIP199050-3,694
1454,CIP199050-3,697
1455,CIP199050-3,705-3
1456,CIP199050-3,710
1457,CIP199050-3,Sulfur
1458,CIP199050-3,SoDel x B1-1
1459,CIP199062,NA
1460,CIP199062,54
1461,CIP199062,73-1
1462,CIP199062,138-1
1463,CIP199062,727-3
1464,CIP199062,SoDel x B1-1
1465,CN1367-2,NA
1466,CN1367-2,337-1
1467,CN1367-2,677
1468,CN1732-4,NA
1469,CN1732-4,54
1470,CN1732-4,73-1
1471,CN1732-4,327-2
1472,CN1732-4,371-1
1473,CN1732-4,391-2
1474,CN1732-4,434 var
1475,CN1732-4,439-5
1476,CN1732-4,547
1477,CN1732-4,547-1
1478,CN1732-4,694
1479,CN1732-4,727-1
1480,CN1732-4,Pink Frost
1481,DW8,218
1482,DW8,274-1
1483,DW8,305-1
1484,DW8,317
1485,DW8,434 var
1486,DW8,547-1
1487,DW8,569
1488,DW8,CIP199050
1489,L84-74,NA
1490,L84-74,391-2
1491,L84-74,643-1
1492,L84-74 S1-1,717
1493,LM87045,00-823
1494,LM87045,125-1
1495,LM87045,152-9
1496,LM87045,163-1
1497,LM87045,317
1498,LM87045,327-1
1499,LM87045,371-1
1500,LM87045,428
1501,LM87045,434 var
1502,LM87045,551
1503,LM87045,582
1504,LM87045,608
1505,LM87045,690
1506,LM87045,735-4
1507,LM87045,Blackie
1508,LM87045,CIP199050
1509,LM87045,SoDel x BL-1
1510,P4,54
1511,PDM P3,NA
1512,PDM P3,146-1
1513,PDM P3,218
1514,PDM P3,317
1515,PDM P3,484
1516,PDM P3,645
1517,Pink Frost,146-1
1518,Pink Frost,434 var
1519,Pink Frost,572
1520,Pink Frost,604
1521,Pink Frost,621
1522,Pink Frost,626-2
1523,Pink Frost,629
1524,Pink Frost,643
1525,Pink Frost,643-3
1526,Pink Frost,644-3
1527,Pink Frost,645
1528,Pink Frost,690
1529,Pink Frost,727
1530,Pink Frost,NA
1531,Regal,317
1532,Regal,627
1533,Regal,643-4
1534,SxBR 7-14,NA
1535,SxBR 7-14,364-2
1536,SxBR 7-14,382-1
1537,SxBR 7-14,Terrace Lime
1538,SxBR 5-18,NA
1539,SxBR 5-18,136-5
1540,SxBR 5-18,562
1541,SxBR 5-18,677
1542,SBR 5-18,Pink Frost
1543,SxBR 5-18,0439-006
1544,0439-006,NA
1545,0439-006,73-1
1546,0439-006,133-1
1547,0439-006,136-4
1548,0439-006,146-1
1549,0439-006,152-8
1550,0439-006,434 var
1551,0439-006,439-5
1552,0439-006,439-10
1553,0439-006,562
1554,0439-006,595
1555,0439-006,679
1556,0439-006,705-1
1557,0439-006,707-2
1558,0439-006,710
1559,0439-006,SxBR5-18
1560,Sweet Caroline Green,73-1
1561,Sweet Caroline Green,697
1562,Sweet Caroline Green,CIP199050
1563,Sweet Caroline Green,CIP199050-3
1564,Sweet Caroline Light Green,NA
1565,Sweet Caroline Light Green,14-1
1566,Sweet Caroline Light Green,136-1
1567,Sweet Caroline Light Green,136-3
1568,Sweet Caroline Light Green,146-1
1569,Sweet Caroline Light Green,152-8
1570,Sweet Caroline Light Green,152-9
1571,Sweet Caroline Light Green,218
1572,Sweet Caroline Light Green,274-1
1573,Sweet Caroline Light Green,327-1
1574,Sweet Caroline Light Green,364-2
1575,Sweet Caroline Light Green,679
1576,Sweet Caroline Light Green,697
1577,Sweet Caroline Light Green,707
1578,Sweet Caroline Light Green,BR133
1579,Sweet Caroline Light Green,CN1367-2
1580,Sweet Caroline Light Green,SxBR5-18
1581,Sweet Caroline Light Green,0439-006
1582,Sweet Caroline Light Green,Terrace Lime
1583,Sweet Carolina Purple,Pink Frost
1584,Sweet Carolina Purple,434 var
1585,SoDelxBL-1,NA
1586,SoDelxBL-1,218
1587,SoDelxBL-1,582-1
1588,SoDelxBL-1,645
1589,SoDelxBL-1,690
1590,SoDelxBL-1,CIP199050
1591,SoDelxBL-1,CIP199050-2
1592,SoDelxBL-1,SxBR7-14
1593,Sulfur,NA
1594,Sulfur,163-1
1595,Sulfur,428
1596,Sulfur,626-2
1597,Sulfur,636
1598,Sulfur,642
1599,Sulfur,643-3
1600,Sulfur,644-3
1601,Sulfur,707-2
1602,Sumor,NA
1603,Sumor,125-1
1604,Sumor,608
1605,Sumor,627
1606,Sumor,629-2
1607,Sumor,643-3
1608,Sumor,643-4
1609,Sumor,645
1610,Tanzania,NA
1611,Tanzania,324-2
1612,Terrace Lime,NA
1613,Terrace Lime,15-1
1614,Terrace Lime,138-1
1615,Terrace Lime,146-1
1616,Terrace Lime,327-1
1617,Terrace Lime,434 var
1618,Terrace Lime,562
1619,Terrace Lime,595
1620,Terrace Lime,697
1621,Terrace Lime,705-1
1622,Terrace Lime,SxBR5-18
1623,Terrace Lime,SxBR7-14
1624,Terrace Lime,0439-006
1625,NA,NA
1626,NA,CIP199050-2
1627,NA,Pink Frost
1628,NA,NA
1629,00-001,NA
1630,00-001,00-125
1631,00-001,434 var
1632,00-001,627
1633,00-125,CIP199050
1634,00-125,CIP199050-3
1635,00-790,627
1636,439-10,85016-72
1637,439-10,Sulfur
1638,136-1,679
1639,736-1,439-10
1640,439-10,569-2
1641,136-1,163-1
1642,439-10,705-3
1643,439-10,707-2
1644,308-1,666
1645,308-1,NA
1646,308-1,0439-006
1647,308-1,Sulfur
1648,308-1,727-1
1649,308-1,551
1650,308-1,85016-72
1651,NS1,NA
1652,308-1,N1
1653,308-1,697
1654,00-001,NA
1655,NS1,697
1656,CIPI99050,Sulfur
1657,CIPI99050,00-792
1658,CIPI99050,274-1
1659,CIPI99050,136-1
1660,CIPI99050,Terrace Lime
1661,CIPI99050,NS2
1662,CIPI99050,727-1
1663,W268,271-1
1664,W248,308-1
1665,CIPI99050,NS1
1666,NC1,439-10
1667,NC1,308-1
1668,NC1,710
1669,NS1,0439-006
1670,NS1,SD x BL-1
1671,NS1,NC1
1672,NS1,NS2
1673,NS1,14-1
1674,NS1,102-1
1675,NS1,125-1
1676,NS1,136-1
1677,NS1,138-1
1678,NS1,146-1
1679,NS1,1874
1680,NS1,218
1681,NS1,305
1682,NS1,317
1683,NS1,319-1
1684,NS1,324-2
1685,NS1,319-2
1686,NS1,327-1
1687,NS1,727-1
1688,NS1,727-4
1689,NS1,823
1690,NS1,00-0
1691,NS1,00-792
1692,NS1,00-790
1693,NS1,DW8
1694,NS1,Pink Frost
1695,NS1,NA
1696,NS2,308-1
1697,NS2,547-1
1698,90-1,666
1699,NS3,0439-006
1700,NS3,146-1
1701,NS3,308-1
1702,NS3,317
1703,NS1,396
1704,NS1,428
1705,NS1,439-5
1706,NS1,466
1707,NS1,484
1708,NS1,547-1
1709,NS1,549
1710,NS1,602
1711,NS1,643-3
1712,NS1,644
1713,NS1,656
1714,NS1,666
1715,NS1,690
1716,NS1,696
1717,NS1,710
1718,NS1,727-1
1719,NS3,547-1
1720,NS3,317
1721,NS3,319-2
1722,NS3,643-3
1723,NS3,644
1724,NS3,666
1725,317,N7
1726,317,90-1
1727,317,136-1
1728,317,327-1
1729,317,439-10
1730,317,775-1
1731,439-10,717
1732,439-10,727-1
1733,645,N1
1734,645,376-1
1735,645,434 var
1736,645,666
1737,645,710
1738,666,308-1
1739,645,Pink Frost
1740,Garnet,308-1
1741,Garnet,317
1742,P8,308-1
1743,P8,317
1744,308-1,SDxBL-1
1745,Southern Delite,NA
1746,Goldstar ,NA
1747,308-1,547-1
1748,308-1,85016-72
1749,308-1,547-1
1750,666,Pink Frost
1751,308-1,274-1
1752,308-1,327-1
1753,308-1,327-1
1754,308-1,439-10
1755,308-1,656
1756,N1,102-1
1757,308-1,376-1
1758,Caragold,NC1
1759,666,434
1760,666,CIP199050
1761,694,439-10
1762,NS6,697
1763,NS6,00-792
1764,00-001 OP,NA
1765,CN1732-4,666
1766,Regal,317
1767,126-1,434 Var
1768,384,434
1769,434G,126-1
1770,434V,126-1
1771,434G,W272
1772,434V,349
1773,434G,626-2
1774,434V,690
1775,434V,NA
1776,439-5,434
1777,484,434 Var
1778,547-1,434
1779,603,434
1780,626-2,434 Var
1781,643-3,434
1782,649,434 Var
1783,671,434
1784,690,434 Var
1785,775-1,434 Var
1786,Pink Frost,NA
1787,Pink Frost,AO5
1788,Pink Frost,136-5
1789,Pink Frost,163-1
1790,Pink Frost,274-1
1791,Pink Frost,439-10
1792,Pink Frost,466
1793,Pink Frost,552
1794,Pink Frost,557
1795,Pink Frost,645
1796,Pink Frost,649
1797,Pink Frost,666
1798,Pink Frost,Sulfur
1799,Pink Frost,0439-006
1800,Pink Frost,So Del x B1-1
1801,Pink Frost,00-792
1802,Pink Frost,00-792
1803,00-792,434
1804,00-792,434 Var
1805,434G,163-1
1806,434V,163-1
1807,434G,623
1808,434V,626-2
1809,434G,Pink Frost
1810,439-10,Pink Frost
1811,466,Pink Frost
1812,Pink Frost,NA
1813,Pink Frost,Sulfur
1814,Sulfur,Pink Frost
1815,152-8,NA
1816,152-9,NA
1817,163-1,NA
1818,305,NA
1819,321-1,NA
1820,364-2,NA
1821,366-2,NA
1822,371,NA
1823,391-1,NA
1824,428,NA
1825,439-10,NA
1826,466,NA
1827,563-6,NA
1828,574,NA
1829,623,NA
1830,666,NA
1831,690,NA
1832,707-1,NA
1833,720,NA
1834,736-1,NA
1835,775-1,NA
1836,795-2,NA
1837,851-18,NA
1838,881-1,NA
1839,922-2,NA
1840,945-2,NA
1841,994-1,NA
1842,1080-7,NA
1843,1090,NA
1844,1194-3,NA
1845,1252-1,NA
1846,1338-1,NA
1847,1364-1,NA
1848,1420-1,NA
1849,1433-1,NA
1850,1435-1,NA
1851,1477,NA
1852,1511-1,NA
1853,1512-1,NA
1854,1516-9,NA
1855,1633-2,NA
1856,1634-1,NA
1857,1641-26N,NA
1858,1644,NA
1859,1644-32N,NA
1860,1645,NA
1861,1649,NA
1862,1649,NA
1863,1649-15N,NA
1864,1649-16,NA
1865,1651,NA
1866,1652-9N,NA
1867,1655,NA
1868,1655,NA
1869,1655,NA
1870,1655,NA
1871,1655,NA
1872,1655,NA
1873,1657-1N,NA
1874,1661,NA
1875,1661,NA
1876,1665,NA
1877,1673,NA
1878,1674,NA
1879,1679,NA
1880,1682,NA
1881,1684,NA
1882,1687,NA
1883,1687,NA
1884,1693,NA
1885,1694,NA
1886,1695,NA
1887,1695,NA
1888,1712,NA
1889,1713,NA
1890,1714,NA
1891,1716,NA
1892,1718-1N,NA
1893,1726,NA
1894,1728,NA
1895,1729,NA
1896,1734,NA
1897,1736,NA
1898,1754,NA
1899,1762,NA
1900,1774,NA
1901,00-125,NA
1902,00-792,NA
1903,Carogold,NA
1904,DW8,NA
1905,LM87045,NA
1906,N2,NA
1907,2,NA
1908,2,NA
1909,2,NA
1910,N3,NA
1911,N4,NA
1912,4,NA
1913,4,NA
1914,N6,NA
1915,6,NA
1916,N7,NA
1917,N9,NA
1918,N10,NA
1919,N12,NA
1920,N13,NA
1921,13,NA
1922,N15,NA
1923,N17,NA
1924,N18,NA
1925,N35,NA
1926,N36-1,NA
1927,N36-3,NA
1928,N37,NA
1929,N37-1,NA
1930,37,NA
1931,N39,NA
1932,N42,NA
1933,N44,NA
1934,N45,NA
1935,NC1,NA
1936,NS1,NA
1937,NS2,NA
1938,NS3,NA
1939,NS6,NA
1940,90-1,163-1
1941,90-1,466
1942,90-1,00-792
1943,90-1,N7
1944,125-1,775-1
1945,125-1,W272
1946,126-1,775-1
1947,136-1,775-1
1948,136-1,N3
1949,152-9,163-1
1950,152-9,CIP199050
1951,163-1,428
1952,163-1,604
1953,163-1,A05
1954,163-1,CN1367-2
1955,163-1,N4
1956,163-1,SXBR5-18
1957,308-1,14-1
1958,308-1,81-1
1959,308-1,90-1
1960,308-1,99
1961,308-1,136-1
1962,308-1,138-1
1963,308-1,146-1
1964,308-1,163-1
1965,308-1,187-1
1966,308-1,218
1967,308-1,272-1
1968,308-1,304-1
1969,308-1,319-1
1970,308-1,327-2
1971,308-1,345-1
1972,308-1,349
1973,308-1,361-1
1974,308-1,364-2
1975,308-1,382-1
1976,308-1,439-5
1977,308-1,459-6
1978,308-1,466
1979,308-1,484
1980,308-1,NA
1981,308-1,562
1982,308-1,568
1983,308-1,569
1984,308-1,576
1985,308-1,602
1986,308-1,610
1987,308-1,628
1988,308-1,629-2
1989,308-1,643-3
1990,308-1,644
1991,308-1,645
1992,308-1,Pink Frost
1993,308-1,675
1994,308-1,680
1995,308-1,690
1996,308-1,694
1997,308-1,705
1998,308-1,705-1
1999,308-1,710
2000,308-1,717
2001,308-1,720
2002,308-1,727-4
2003,308-1,00-790
2004,308-1,00-792
2005,308-1,A05
2006,308-1,CN1732-4
2007,308-1,N3
2008,308-1,N17
2009,308-1,NC1
2010,308-1,NS1
2011,308-1,PDM P3
2012,308-1,SXBR5-18
2013,308-1,Terrace Lime
2014,317,710
2015,317,N10
2016,317,NS1
2017,317,SXBR5-18
2018,349,163-1
2019,391-1,434
2020,391-1,666
2021,428,163-1
2022,428,439-5
2023,428,626-2
2024,428,636
2025,428,679
2026,428,735-4
2027,428,736
2028,428,775-1
2029,428,00-792
2030,428,CIP199050
2031,428,SXBR5-18
2032,434V,N20
2033,439-10,152-8
2034,439-10,163-1
2035,439-10,666
2036,439-10,694
2037,439-10,N17
2038,466,90-1
2039,466,364-2
2040,466,439-5
2041,466,626-2
2042,466,666
2043,466,690
2044,466,710
2045,466,00-792
2046,466,A05
2047,466,CN1367-2
2048,466,N4
2049,466,6
2050,466,NS1
2051,636,428
2052,666,163-1
2053,666,439-10
2054,666,466
2055,666,710
2056,666,00-792
2057,666,N1
2058,666,SXBR5-18
2059,677,710
2060,677,CN1367-2
2061,677,0439-006
2062,679,666
2063,690,163-1
2064,690,626-2
2065,690,666
2066,690,710
2067,690,A05
2068,690,CN1367-2
2069,690,4
2070,690,N20
2071,694,138-1
2072,694,146-1
2073,694,308-1
2074,694,N4
2075,717,136-1
2076,717,138-1
2077,717,308-1
2078,717,710
2079,717,A05
2080,717,DW8
2081,717,NS6
2082,717,SXBR5-18
2083,736,428
2084,736,679
2085,775-1,439-10
2086,00-792,163-1
2087,Blackie,163-1
2088,Blackie,Carogold
2089,Carogold,274-1
2090,Carogold,439-10
2091,Carogold,666
2092,Carogold,677
2093,Carogold,Blackie
2094,CIP199050,0439-006
2095,CIP199050-2,3
2096,CN1367-2,152-9
2097,CN1367-2,707-2
2098,CN1367-2,SXBR5-18
2099,N1,187-1
2100,N1,364-2
2101,N1,371-1
2102,N1,644-3
2103,N1,645
2104,N1,675
2105,N1,727-3
2106,N2,CIP199062
2107,2,439-5
2108,2,666
2109,2,A05
2110,2,CIP199050
2111,2,NS1
2112,2,00-792
2113,2,N2
2114,N3,163-1
2115,N3,274-1
2116,N3,666
2117,N3,00-792
2118,N3,N9
2119,3,0439-006
2120,N4,138-1
2121,N4,666
2122,N4,00-792
2123,N4,N7
2124,N4,Pink Frost
2125,4,163-1
2126,4,439-5
2127,4,CIP199050
2128,4,NA
2129,4,N2
2130,4,N9
2131,4,N14
2132,4,666
2133,4,00-792
2134,N6,163-1
2135,N6,364-2
2136,6,Pink Frost
2137,N7,466
2138,N7,2
2139,N7,N9
2140,N9,466
2141,N9,A05
2142,N9,N7
2143,N10,138-1
2144,N10,146-1
2145,N10,308-1
2146,N10,434V
2147,N10,A05
2148,N10,CN1732-4
2149,N10,0439-006
2150,N10,Sweet Carolina Purple
2151,N11,434
2152,N13,710
2153,N13,CIP199050
2154,N14,0439-006
2155,N15,163-1
2156,N15,CIP199050
2157,N15,N7
2158,N15,Pink Frost
2159,N16,439-5
2160,N16,466
2161,NC1,SXBR5-18
2162,NS1,308-1
2163,NS1,00-454
2164,NS1,N1
2165,NS2,00-792
2166,NS3,N1
2167,NS6,308-1
2168,NS6,317
2169,NS6,00-792
2170,NS6,DW8
2171,SDXBL-1,163-1
2172,SDXBL-1,666
2173,SXBR5-18,133-1
2174,SXBR5-18,136-5
2175,SXBR5-18,138-1
2176,SXBR5-18,163-1
2177,SXBR5-18,364-2
2178,SXBR5-18,428
2179,SXBR5-18,666
2180,SXBR5-18,680
2181,SXBR5-18,710
2182,SXBR5-18,737
2183,SXBR5-18,CN1367-2
2184,SXBR5-18,NA
2185,SXBR5-18,0439-006
2186,0439-006,308-1
2187,0439-006,666
2188,0439-006,Carogold
2189,0439-006,CIP199050
2190,Sweet Carolina Purple,NS2
2191,W272,138-1
2192,W272,163-1
2193,W272,CIP199050
2194,P8,NA
2195,Regal,NA
2196,0439-006,NA
2197,NA,NA
2198,NA,NA
2199,NA,NA
2200,NA,NA
2201,NA,NA
2202,NA,NA
2203,NA,NA
2204,NA,NA
2205,W248,NA
2206,W268,NA
2207,W272,NA
2208,W275,NA
2209,15-1,337-1
2210,73-1,N17
2211,126-1,152-9
2212,126-1,666
2213,126-1,775-1
2214,126-1,SXBR5-18
2215,133-1,338-1
2216,133-1,364-2
2217,136-4,677
2218,136-5,733
2219,138-1,00-792
2220,138-1,620
2221,146-1,733
2222,146-1,NA
2223,152-8,163-1
2224,152-8,428
2225,152-9,163-1
2226,152-9,428
2227,152-9,775-1
2228,152-9,CIP199050
2229,218,643-3
2230,218,707-2
2231,305-1,CIP199050
2232,317,321-1
2233,337,NA
2234,337-1,138-1
2235,338-1,136-1
2236,338-1,675
2237,338-1,677
2238,338-1,707-2
2239,345-1,CIP199050
2240,364-2,NA
2241,384-1,327-1
2242,384-1,Pink Frost
2243,419,138-1
2244,428,99
2245,428,163-1
2246,428,274-1
2247,428,775-1
2248,428,CN1367-2
2249,428,N10
2250,439-5,00-792
2251,439-5,NA
2252,439-10,NA
2253,439-10,152-9
2254,484,666
2255,552,557
2256,552,626-2
2257,552,673-2
2258,552,Pink Frost
2259,562,0439-006
2260,598,308-1
2261,620,146-1
2262,624,598
2263,626-2,NA
2264,643-3,321-1
2265,643-4,645
2266,649,727-2
2267,671-1,308-1
2268,673-2,Pink Frost
2269,677,SXBR5-18
2270,705-1,BR133
2271,705-3,0439-006
2272,709-2,133-1
2273,709-2,CN1367-2
2274,710,679
2275,717,00-454
2276,727-2,675
2277,729,CN1367-2
2278,735-1,733
2279,735-3,562
2280,738,NA
2281,738,707-2
2282,775-1,428
2283,775-1,439-10
2284,Beau seedling 98 SSR,NA
2285,BR133,138-1
2286,CIP199050,0439-006
2287,CIP199050-2,BR133
2288,CIP199050-3,3
2289,CN1367-2,163-1
2290,CN1732-4,163-1
2291,DW8,NA
2292,N10,138-1
2293,Pink Frost,218
2294,Pink Frost,376-1
2295,Pink Frost,624-3
2296,Pink Frost Green,643-3
2297,Pink Frost Green,645
2298,SD00SSR,439-10
2299,SD00SSR,677
2300,SD00SSR,733
2301,SD00SSR,SXBR5-18
2302,SoDel OP,337-1
2303,Sulfur,152-9
2304,Sulfur,666
2305,Sulfur,775-1
2306,Sulfur,Carogold
2307,Sulfur,Pink Frost
2308,Sulfur,SXBR5-18
2309,Sulfur,W272
2310,Sulfur,00-792
2311,0439-006,338-1
2312,0439-006,427-2
2313,W272,126-1
2314,W272,152-9
2315,W272,163-1
2316,W272,00-792
2317,00-001,707-2
2318,00-125,163-1
2319,00-454,146-1
2320,00-454,163-1
2321,00-454,218
2322,00-454,466
2323,00-454,643-1
2324,00-454,643-3
2325,00-454,643-5
